Ticker,Name,City,State,Industry,Sector,FullTimeEmployees,AuditRisk,BoardRisk,OverallRisk,PreviousClose,Open,DividendRate,PayoutRatio,Beta,TrailingPE,ForwardPE,Volume,AverageVolume,MarketCap,PriceToSalesTrailing12Months,TwoHundredDayAverage,EnterpriseValue,ProfitMargins,FloatShares,SharesOutstanding,SharesShort,HeldPercentInstitutions,ShortRatio,ShortPercentOfFloat,BookValue,PriceToBook,EarningsQuarterlyGrowth,NetIncomeToCommon,TrailingEps,ForwardEps,PegRatio,EnterpriseToRevenue,EnterpriseToEbitda,52WeekChange,CurrentPrice,TargetMeanPrice,TargetMedianPrice,RecommendationMean,RecommendationKey,NumberOfAnalystOpinions,TotalCash,TotalCashPerShare,Ebitda,TotalDebt,QuickRatio,CurrentRatio,TotalRevenue,DebtToEquity,RevenuePerShare,ReturnOnAssets,ReturnOnEquity,FreeCashflow,OperatingCashflow,EarningsGrowth,RevenueGrowth,GrossMargins,EbitdaMargins,OperatingMargins
K,Kellanova,Chicago,IL,Packaged Foods,Consumer Defensive,23000,5,9,8,57.72,58.01,2.24,0.9788,0.36,24.355932,14.96875,3649383,2636825,19651491840,1.5139824,55.44159,26202472448,0.070879996,336994709,341884000,10155746,0.88331,3.27,0.036,9.243,6.21876,-0.104,812000000,2.36,3.84,1.91,2.019,14.194,-0.066826224,57.48,62.22,61.5,2.9,hold,18,251000000,0.734,1846000000,6675999744,0.347,0.624,12979999744,203.661,37.971,0.05365,0.21271,327124992,1732999936,-0.1,-0.042,0.33398,0.14222,0.13
KVUE,Kenvue Inc.,Skillman,NJ,Household & Personal Products,Consumer Defensive,22000,5,3,5,18.84,18.91,0.8,0.7705,,23.756413,14.943549,63342101,20802730,35481432064,2.2911942,20.0287,43023446016,0.09628,1912283246,1914809984,37304667,0.90119004,1.73,0.0195,5.547,3.3405447,-0.369,1491000064,0.78,1.24,12.34,2.778,11.958,-0.29139578,18.53,22.25,22,2.6,hold,12,1155000064,0.603,3598000128,8696999936,0.538,0.989,15486000128,81.885,8.168,0.059120003,0.096499994,2092749952,2652999936,-0.444,0.011,0.56567,0.23234,0.17001
KDP,Keurig Dr Pepper Inc.,Burlington,MA,Beverages - Non-Alcoholic,Consumer Defensive,28100,10,10,10,34.21,34.41,0.86,0.5452,0.618,22.180647,16.608696,17518647,8112872,46604500992,3.121743,31.76945,63037644800,0.14522,1054541896,1355570048,16137221,0.73153996,2.03,0.0152,18.186,1.8904651,-0.028,2168000000,1.55,2.07,2.54,4.222,15.338,0.10475576,34.38,37.22,37.01,2.3,buy,18,317000000,0.234,4110000128,16750000128,0.252,0.509,14929000448,67.943,10.718,0.040960003,0.08715,395875008,1343000064,-0.004,0.034,0.55436003,0.2753,0.21943001
KEY,KeyCorp,Cleveland,OH,Banks - Regional,Financial Services,16752,2,5,4,13.64,13.63,0.82,1.0512999,1.269,17.435898,8.292684,17941671,12372485,12822896640,2.2312331,13.3645,37802901504,0.15208,937948159,942860032,24539081,0.80357003,1.72,0.0335,12.778,1.0643294,-0.298,729000000,0.78,1.64,0.66,6.578,,0.4545455,13.6,16.39,16,2.2,buy,19,2611000064,2.769,,25091000320,,,5746999808,,6.193,0.00453,0.06041,,2544000000,-0.339,-0.094,,,0.19564
KEYS,Keysight Technologies Inc.,Santa Rosa,CA,Scientific & Technical Instruments,Technology,15400,1,6,6,135.44,135.27,0,,1.001,29.847494,19.599428,2003616,1180045,23911843840,4.626905,144.1872,24293875712,0.15712,173465822,174539008,3347979,0.90275,3.5,0.0249,28.133,4.869726,-0.555,812000000,4.59,6.99,-6.71,4.701,18.157,-0.13793105,137,165.82,165,2.3,buy,9,1656999936,9.494,1338000000,2039000064,1.237,1.99,5168000000,41.587,29.28,0.07742,0.16903,775625024,1057000000,-0.544,-0.125,0.64164,0.2589,0.1472
KMB,Kimberly-Clark Corporation,Dallas,TX,Household & Personal Products,Consumer Defensive,41000,1,6,4,140.12,140.6,4.88,0.8734,0.391,25.590826,18.399736,3481144,2219733,46960803840,2.3036942,125.3419,54243815424,0.090509996,335756190,336708992,4656368,0.79420996,1.93,0.0138,3.1,44.990326,0.143,1844999936,5.45,7.58,2.82,2.661,14.434,0.022582293,139.47,144.44,144.5,2.8,hold,16,853000000,2.533,3758000128,7996000256,0.47,0.814,20384999424,675.338,60.373,0.10661,1.80636,1959624960,3367000064,0.144,-0.009,0.35403,0.18435,0.17886999
KIM,Kimco Realty Corporation (HC),Jericho,NY,REIT - Retail,Real Estate,660,2,8,5,18.89,19.09,0.96,1.7736,1.489,35.81132,28.757574,7751647,4351361,12794720256,6.9375825,19.07975,20610435072,0.1917,654317650,674115968,15009322,0.9388,3.39,0.0306,15.754,1.2047734,,327414016,0.53,0.66,-4.07,11.175,18.419,-0.003151238,18.98,22.06,22,2.4,buy,18,143226000,0.212,1118957952,7740654080,1.49,1.495,1844262016,71.419,2.926,0.020299999,0.03506,832051968,902465024,,0.137,0.68911004,0.60672003,0.31627
KMI,"Kinder Morgan, Inc.",Houston,TX,Oil & Gas Midstream,Energy,10891,9,10,8,19.8,19.87,1.15,1.0367,0.917,18.082567,15.642857,28997887,12614293,43743977472,2.8613276,17.7173,77142065152,0.16078,1935480821,2219379968,47126271,0.65975,3.35,0.024400001,13.685,1.4402629,0.099,2444000000,1.09,1.26,3.09,5.046,11.943,0.19165659,19.71,20.93,21,2.6,hold,15,119000000,0.054,6458999808,32145999872,0.333,0.504,15288000512,101.27,6.864,0.03799,0.08005,-243875008,6346999808,0.113,-0.012,0.49778,0.42249,0.30999002
KKR,KKR & Co. Inc.,New York,NY,Asset Management,Financial Services,4490,,,,110.05,110,0.7,0.14770001,1.632,24.34452,17.810146,145594143,6436296,1.00E+11,3.8503852,84.4425,1.38E+11,0.15637,671709853,887401984,7540747,0.57631,1.86,0.0112,24.204,4.495951,1.007,4039984128,4.47,6.11,0.82,5.302,,1.049727,108.82,119.25,115,1.7,buy,15,43920994304,49.494,,50008072192,0.938,1.004,26056814592,87.869,29.831,0.0199,0.10858,,1966509056,1.056,2.29,0.53426,,0.12833
KLAC,KLA Corporation,Milpitas,CA,Semiconductor Equipment & Materials,Technology,15000,6,3,4,829.59,832.92,5.8,0.288,1.275,42.728935,28.731527,1995401,834882,1.10E+11,11.453726,614.37744,1.12E+11,0.27192,134324894,134640000,2390398,0.9267,2.7,0.0178,22.974,35.54235,-0.138,2610104064,19.11,28.42,5.92,11.717,28.948,0.7807218,816.55,785.55,765,2.2,buy,21,4294301952,31.895,3885220096,6823686144,1.347,2.137,9598649344,220.483,70.604,0.15187,0.90352,2482322176,3375075072,-0.119,-0.03,0.59573,0.40477002,0.34191
KHC,The Kraft Heinz Company,Pittsburgh,PA,Packaged Foods,Consumer Defensive,36000,7,6,4,32.64,32.79,1.6,0.6987,0.563,14.388647,10.329154,16351484,7656546,40011186176,1.5063318,35.23205,59096125440,0.10617,884069791,1214300032,21155747,0.55047,2.77,0.0239,40.792,0.8077564,-0.042,2820000000,2.29,3.19,2.67,2.225,9.162,-0.07313645,32.95,39.18,39,2.4,buy,20,1626000000,1.339,6449999872,20544999424,0.507,1.087,26562000896,41.348,21.701,0.03779,0.056799997,2620000000,4260999936,-0.03,-0.012,0.3429,0.24283001,0.20777
KR,Kroger Company (The),Cincinnati,OH,Grocery Stores,Consumer Defensive,414000,8,5,7,50.28,50.56,1.16,0.3857,0.422,17.136518,11.035164,16746540,5285861,36251619328,0.24161464,48.8344,56401080320,0.01442,741260520,722000000,16622003,0.76044,3.93,0.025999999,12.338,4.069541,-0.884,2146000000,2.93,4.55,1.41,0.376,6.918,0.07631302,50.21,58.42,60,2.3,buy,17,2308999936,3.087,8152999936,21152999424,0.25,0.806,1.50E+11,229.201,208.968,0.06225,0.20069,3414625024,6787999744,-0.882,-0.006,0.22963,0.05434,0.01993
LHX,"L3Harris Technologies, Inc.",Melbourne,FL,Aerospace & Defense,Industrials,50000,1,7,5,224.1,224.78,4.64,0.7438,0.714,36.608765,15.880986,796464,885790,42774736896,2.121868,201.12904,56069816320,0.05819,188523304,189680000,1518439,0.85100996,1.59,0.009,98.521,2.2889535,-0.16,1172999936,6.16,14.2,1.88,2.781,15.404,0.17624664,225.51,248.69,248.5,2.2,buy,21,477000000,2.515,3640000000,13708000256,0.615,0.98,20159000576,73.187,106.38,0.03886,0.06161,1392875008,1642000000,-0.159,0.166,0.26266,0.18056,0.119940005
LH,Labcorp Holdings Inc.,Burlington,NC,Diagnostics & Research,Healthcare,67000,6,8,4,207.38,208.08,2.88,0.6154,1.03,43.85684,12.884495,1070234,742791,17301262336,1.406561,210.6497,23264266240,0.03521,83865416,84293600,2332790,0.96655,2.88,0.0368,94.42,2.173798,0.071,399200000,4.68,15.93,1.63,1.891,14.34,0.011563182,205.25,239.29,242.5,1.9,buy,14,99300000,1.178,1622300032,6047099904,0.584,0.877,12300399616,75.828,142.986,0.03757,0.04366,1051987520,1275800064,0.123,0.046,0.2774,0.13189,0.10168
LRCX,Lam Research Corporation,Fremont,CA,Semiconductor Equipment & Materials,Technology,17200,1,2,1,1061.31,1059.97,8,0.28370002,1.466,38.615807,29.208843,1699018,956372,1.37E+11,9.642756,816.32825,1.37E+11,0.25349,130207577,130741000,2358295,0.88941,2.27,0.018099999,61.361,17.11755,0.187,3610027008,27.2,35.96,3.27,9.594,30.891,0.6932117,1050.35,1019.95,1025,2.2,buy,26,5672231936,43.385,4423145984,4983451136,1.778,2.819,14241135616,62.122,107.675,0.13532,0.43945998,3728336384,4912564224,0.221,-0.02,0.4719,0.31059,0.28669
LW,"Lamb Weston Holdings, Inc.",Eagle,ID,Packaged Foods,Consumer Defensive,10200,8,2,6,82.49,82.65,1.44,0.1598,0.749,11.298268,13.685484,3053405,2632103,12251576320,1.8702983,95.5148,16070078464,0.1671,143417826,144391008,7321601,0.91616,3.39,0.0577,12.177,6.9680543,-0.166,1094599936,7.51,6.2,1.02,2.453,11.711,-0.25998604,84.85,107.58,105.5,1.7,buy,10,62300000,0.431,1372199936,3880800000,0.44,1.189,6550600192,220.726,45.099,0.11027,0.88524,-332887488,908099968,-0.165,0.163,0.27568,0.20948,0.15517999
LVS,Las Vegas Sands Corp.,Las Vegas,NV,Resorts & Casinos,Consumer Cyclical,38400,8,10,10,44.61,44.75,0.8,0.2899,1.134,22.178745,14.954397,14193073,5580837,34205106176,3.0510309,48.47735,43277328384,0.13986,385985134,745046976,7670720,0.46217,1.21,0.019299999,5.306,8.652469,2.361,1568000000,2.07,3.07,0.57,3.86,10.998,-0.2087211,45.91,62.22,62.42,1.9,buy,18,4956000256,6.652,3935000064,13957000192,1.26,1.302,11210999808,346.758,14.761,0.07618,0.47594002,1561624960,3500000000,2.467,0.396,0.77611,0.35099,0.24704
LDOS,"Leidos Holdings, Inc.",Reston,VA,Information Technology Services,Technology,47000,5,3,3,146.01,145.69,1.52,0.6325,0.692,62.37022,15.760216,1861126,918640,19818022912,1.2611699,117.23295,24413954048,0.02043,133966237,135212000,2364974,0.77809,1.95,0.0232,31.518,4.6503587,0.753,321000000,2.35,9.3,1.6,1.554,13.793,0.7052938,146.57,161.69,160.63,1.9,buy,12,633000000,4.682,1770000000,5174000128,1.085,1.346,15713999872,119.963,114.91,0.06994,0.07451,978124992,1326000000,0.769,0.075,0.1519,0.11264,0.103649996
LEN,Lennar Corporation,Miami,FL,Residential Construction,Consumer Cyclical,12284,1,10,10,149.31,150.21,2,0.1193,1.563,10.330606,9.4072,3883004,2046958,41744900096,1.1668309,142.71346,39090126848,0.115830004,243967906,244864992,5619420,0.93218005,3.25,0.026300002,98.201,1.5432634,0.095,4095392000,14.67,16.11,1.33,1.093,6.718,0.25175524,151.55,177.06,175,2.3,buy,17,6352311808,23.209,5819091968,3824869888,4.198,15.726,35776307200,14.158,128.583,0.09432,0.15964,,,0.146,0.09,0.24008,0.16264999,0.14752
LIN,Linde plc,Woking,,Specialty Chemicals,Basic Materials,66195,9,8,6,442.63,443.4,5.56,0.4049,0.962,34.375,25.937317,4046155,1723008,2.13E+11,6.496658,418.1915,2.30E+11,0.19261,478989107,480716000,5625891,0.87674004,3.22,0.0117,80.78,5.480936,0.073,6310000128,12.88,17.07,3.06,7.011,18.824,0.19432986,442.75,471.57,472.5,2.2,buy,24,4848000000,10.086,12202000384,20319000576,0.7,0.911,32760999936,50.508,67.448,0.06524,0.15825,3158000128,9351000064,0.095,-0.011,0.47264,0.37245998,0.25951
LYV,"Live Nation Entertainment, Inc.",Beverly Hills,CA,Entertainment,Communication Services,14700,9,10,10,92.28,92.64,0,,1.349,85.2844,37.333332,2742640,2239669,21514942464,0.91860926,90.81305,24444063744,0.02219,159382446,231443008,11970489,0.7585,4.52,0.076,-0.502,,,252102000,1.09,2.49,0.77,1.044,14.973,0.06483388,92.96,117.14,119,2,buy,18,6501708800,28.3,1632494976,8021221888,0.775,0.92,23421212672,552.146,102.296,0.03529,0.58682996,769934656,1203815936,,0.215,0.23903,0.069699995,0.03917
LKQ,LKQ Corporation,Chicago,IL,Auto Parts,Consumer Cyclical,49000,5,2,3,41.49,41.42,1.2,0.371,1.284,13.43871,9.555045,3761812,1842046,11113887744,0.78156734,47.36635,16395881472,0.05795,264868402,266776000,5898678,1.01933,2.65,0.0249,23.067,1.8060433,-0.415,830000000,3.1,4.36,0.32,1.153,9.516,-0.24638206,41.66,60,60,1.8,buy,6,345000000,1.293,1723000064,5613000192,0.568,1.701,14220000256,90.928,53.154,0.0616,0.13981,731500032,1386000000,-0.416,0.106,0.39852002,0.12117,0.08831
LMT,Lockheed Martin Corporation,Bethesda,MD,Aerospace & Defense,Industrials,122000,7,9,7,466.34,467.15,12.6,0.45009997,0.472,17.121933,16.705967,3365244,991391,1.12E+11,1.6110713,444.8358,1.29E+11,0.09729999,176652059,239938000,1850962,0.74354,1.85,0.0091,27.824,16.805635,-0.085,6776000000,27.31,27.99,4.72,1.85,12.687,0.03268552,467.6,489.1,487.5,2.6,hold,20,2790000128,11.628,10154000384,19417999360,1.079,1.297,69640003584,292,282.172,0.10222,0.83162004,5144999936,7991000064,-0.033,0.137,0.12231,0.14581001,0.12003
L,Loews Corporation,New York,NY,Insurance - Property & Casualty,Financial Services,12280,8,9,8,76.45,76.53,0.25,0.037100002,0.847,11.375928,26.399998,1889850,738193,16950842368,1.0368122,71.2099,21688862720,0.09273,182972347,221406000,1609116,0.60161996,2.36,0.0089,72.873,1.0505948,0.219,1516000000,6.73,2.9,,1.327,7.397,0.31275725,76.56,,,3,hold,,6178999808,27.908,2932000000,10103000064,0.49,0.49,16348999680,59.436,72.736,0.018919999,0.10064,1148000000,3385999872,0.275,0.118,0.35868,0.17934,0.16686001
LOW,"Lowe's Companies, Inc.",Mooresville,NC,Home Improvement Retail,Consumer Cyclical,300000,6,5,4,227.53,227.68,4.6,0.3523,1.074,18.316507,17.008184,3627458,2301329,1.30E+11,1.5253834,220.06026,1.67E+11,0.08456001,568621526,569835008,7431629,0.76975995,3.87,0.012999999,-25.535,,-0.223,7201999872,12.48,13.44,4.66,1.96,13.109,0.048770428,228.59,251.82,251,2.4,buy,30,3236999936,5.681,12764000256,40307998720,0.166,1.166,85393997824,,148.318,0.14817001,,6682625024,10296000512,-0.188,-0.044,0.33266,0.14947,0.124180004
LULU,lululemon athletica inc.,Vancouver,BC,Apparel Retail,Consumer Cyclical,38000,4,3,8,310.77,311.27,0,,1.269,25.065918,19.72296,3246862,2539201,38978125824,3.9662797,409.673,38479638528,0.1609,115339679,119886000,4005809,0.91885,2.42,0.0392,33.601,9.280081,0.107,1581206016,12.44,15.81,1.88,3.916,14.634,-0.16574365,311.82,398.6,400,2.1,buy,31,1900672000,15.205,2629432064,1402073984,1.465,2.723,9827377152,33.226,77.741,0.22564,0.41942,1560586112,2378184960,0.114,0.104,0.58344,0.26756,0.19586
LYB,LyondellBasell Industries NV,Houston,TX,Specialty Chemicals,Basic Materials,20000,1,3,1,95.05,94.79,5.36,0.7716,1.138,14.692901,9.63664,4444416,1690672,31002472448,0.760144,96.76695,41587494912,0.051810004,259599091,325622016,3478998,0.72252,1.99,0.013400001,39.89,2.3868136,-0.002,2111000064,6.48,9.88,1.57,1.02,8.926,0.06725705,95.21,105.54,105.5,2.8,hold,22,2342000128,7.192,4658999808,12798999552,1.073,2.115,40784998400,97.65,125.589,0.056220002,0.16319999,1435374976,4345999872,,-0.031,0.123500004,0.11423001,0.07053
MTB,M&T Bank Corporation,Buffalo,NY,Banks - Regional,Financial Services,21927,8,8,8,147.82,147.71,5.4,0.3514,0.774,9.966891,9.122449,1446782,856454,24612632576,2.805498,135.4359,9706695680,0.29294002,165808244,166854000,2753680,0.85905,2.93,0.0188,150.906,0.97749585,-0.244,2464999936,14.8,16.17,,1.106,,0.23781157,147.51,,,2,buy,,34233999360,205.173,,17316999168,,,8773000192,,52.836,0.01229,0.09782,,4084999936,-0.247,-0.098,,,0.35874
MRO,Marathon Oil Corporation,Houston,TX,Oil & Gas E&P,Energy,1681,4,7,4,27.83,27.93,0.44,0.1736,2.18,11.471074,8.463415,17916214,9876167,15532774400,2.4235878,25.89525,21027624960,0.22375,561869606,559537984,13655895,0.82051,1.6,0.0276,19.62,1.4148828,-0.288,1434000000,2.42,3.28,0.77,3.281,5.004,0.2527076,27.76,33.76,33,2.2,buy,19,58000000,0.103,4201999872,5427999744,0.468,0.547,6408999936,48.708,10.79,0.061490003,0.12729,1288375040,3979000064,-0.219,-0.028,0.75908995,0.65564,0.26823
MPC,Marathon Petroleum Corporation,Findlay,OH,Oil & Gas Refining & Marketing,Energy,18200,3,3,4,173.66,174.93,3.3,0.1566,1.442,8.582007,10.541514,7346460,2602075,60836818944,0.41274962,166.98515,88642904064,0.05356,351255874,352329984,7269438,0.75871,3.23,0.0207,64.569,2.6741934,-0.656,7888000000,20.12,16.38,-1.9,0.601,6.071,0.52751243,172.67,212.22,212.5,2.1,buy,14,7574000128,21.497,14600999936,28530999296,0.952,1.435,1.47E+11,95.835,381.603,0.08161,0.29637,7394999808,11591999488,-0.576,-0.056,0.12571,0.09906,0.047620002
MKTX,"MarketAxess Holdings, Inc.",New York,NY,Capital Markets,Financial Services,881,1,8,2,199.09,198.77,2.96,0.42580003,1.036,28.547724,24.546717,960802,418450,7367536640,9.698007,228.0081,6969665536,0.33835,37177991,37896900,1155242,1.01579,2.83,0.0354,34.747,5.595015,-0.014,257042000,6.81,7.92,3.68,9.174,18.129,-0.2601233,194.41,234.92,227.5,2.7,hold,12,476105984,12.563,384459008,78236000,16.229,19.389,759696000,5.935,20.199,0.10975,0.21070999,87680248,321291008,-0.02,0.035,0.63073003,0.50606996,0.43980998
MAR,Marriott International,Bethesda,MD,Lodging,Consumer Cyclical,411000,5,4,7,243.98,245.69,2.52,0.2149,1.608,25.184074,22.528214,3299600,1396261,69557526528,10.909273,225.18324,82637611008,0.45326,248308652,285622016,5846374,0.63,3.91,0.026199998,-5.631,,-0.255,2889999872,9.67,10.81,3.86,12.961,19.652,0.41991723,243.53,248.79,248,2.7,hold,19,429000000,1.502,4204999936,13509000192,0.389,0.422,6376000000,,21.49,0.09522,,2477750016,3062000128,-0.206,0.052,0.8165,0.65949994,0.57254004
MMC,"Marsh & McLennan Companies, Inc",New York,NY,Insurance Brokers,Financial Services,85000,1,2,1,215,214.95,2.84,0.4353,0.926,27.173637,22.56842,3275466,1622437,1.06E+11,4.5368276,198.65125,1.20E+11,0.16839,491620323,492724000,4345238,0.90288,2.72,0.0107,25.206,8.505911,0.134,3920999936,7.89,9.5,3.04,5.144,17.443,0.17171276,214.4,213.17,212.5,2.9,hold,18,1452000000,2.947,6865999872,15379000320,0.485,1.141,23285000192,121.843,47.207,0.09357,0.3337,4082500096,4296000000,0.142,0.093,0.44625,0.29487,0.31145
MLM,"Martin Marietta Materials, Inc.",Raleigh,NC,Building Materials,Basic Materials,9400,8,6,8,540.48,538.59,2.96,0.0846,0.933,15.999119,22.15513,723671,428133,33540282368,5.0253634,516.1738,35637276672,0.31358,61161246,61640200,906013,0.99013,2.02,0.0167,143.981,3.779179,7.636,2110800000,34.01,24.56,2.04,5.34,17.525,0.22889471,544.13,660.85,663.86,2.1,buy,21,2648000000,42.959,2033500032,4743000064,2.353,3.162,6674200064,53.43,107.953,0.0608,0.26302,1853474944,1539399936,7.658,-0.076,0.2984,0.30468,0.08953
MAS,Masco Corporation,Livonia,MI,Building Products & Equipment,Industrials,18000,9,3,8,68.24,68.17,1.16,0.28059998,1.271,16.62745,14.8771925,3531890,1707959,14941351936,1.8879646,65.7485,18054379520,0.116000004,219059465,220244000,4652141,0.98246,2.51,0.024,-0.341,,0.049,918000000,4.08,4.56,1.75,2.281,11.854,0.22322392,67.84,80.85,82,2.5,buy,16,368000000,1.671,1523000064,3248999936,1.023,1.737,7913999872,2069.427,35.37,0.15918,52.32432,902499968,1286000000,0.078,-0.027,0.36202,0.19243999,0.16510999
MA,Mastercard Incorporated,Purchase,NY,Credit Services,Financial Services,33400,1,3,1,452.51,452.19,2.64,0.1884,1.089,36.099205,27.334738,5062383,2430522,4.23E+11,16.45402,435.0028,4.31E+11,0.46093,921193084,922470016,4385998,0.79006,1.74,0.0053,7.78,58.46401,0.275,11845000192,12.6,16.64,1.65,16.767,27.352,0.20515609,454.85,511.84,512,1.8,buy,38,7656999936,8.237,15752999936,15628999680,0.703,1.09,25698000896,213.862,27.367,0.22886999,1.86315,11054999552,11733000192,0.304,0.104,1,0.613,0.58759
MTCH,"Match Group, Inc.",Dallas,TX,Internet Content & Information,Communication Services,2600,6,3,9,30.29,30.36,0,,1.495,13.600878,12.81405,12732623,4814161,8238364672,2.396945,34.66265,11263143936,0.19026,263800468,265668000,14797780,1.01025,2.68,0.0637,-0.406,,0.02,653928000,2.28,2.42,0.71,3.277,11.03,-0.25384986,31.01,37.55,36,2.3,buy,22,920867008,3.466,1021102016,3945505024,2.209,2.409,3437027072,,12.59,0.13119,,781462976,1060507008,0.057,0.092,0.71827006,0.29709,0.2149
MKC,"McCormick & Company, Incorporat",Hunt Valley,MD,Packaged Foods,Consumer Defensive,13800,3,9,10,68.56,68.81,1.68,0.6069,0.734,26.213741,22.371336,2282044,1889316,18428217344,2.7507265,69.5791,22790383616,0.10561,266745862,251744992,4808804,0.88787,3.35,,19.494,3.5231354,0.193,707500032,2.62,3.07,3.23,3.402,18.623,-0.26380104,68.68,76.44,75,2.6,hold,14,178000000,0.663,1223800064,4508899840,0.251,0.679,6699400192,85.763,24.956,0.05007,0.13948,843112512,1272300032,0.193,0.024,0.37897,0.18267,0.14956
MCD,McDonald's Corporation,Chicago,IL,Restaurants,Consumer Cyclical,100000,9,6,6,253.8,258.28,6.68,0.5421,0.714,22.019526,19.5471,8426647,3545769,1.87E+11,7.2555747,276.2867,2.37E+11,0.33363,718317820,720681984,7884193,0.72411,2.2,0.011,-6.706,,0.07,8595800064,11.78,13.27,3.12,9.2,17.165,-0.102736175,259.39,312.84,310,2.1,buy,33,838000000,1.163,13809500160,50944999424,0.63,0.83,25764700160,,35.507,0.13991,,6313612288,9581899776,0.086,0.046,0.57006,0.53599,0.44205
MCK,McKesson Corporation,Irving,TX,Medical Distribution,Healthcare,45000,9,1,3,603.24,604.85,2.48,0.107200004,0.469,26.95932,16.831705,1166719,663874,78391959552,0.2537359,497.2331,81606664192,0.00972,129699546,129986000,2286982,0.88344,3.07,0.0176,-15.162,,0.005,3001999872,22.37,35.83,1.62,0.264,15.979,0.45639837,603.08,607.23,601.48,1.9,buy,15,4583000064,35.258,5106999808,7425999872,0.501,0.916,3.09E+11,,2319.452,0.044060003,,4379250176,4313999872,0.056,0.108,0.04073,0.01653,0.01509
MDT,Medtronic plc.,Dublin,,Medical Devices,Healthcare,95000,9,5,6,80.17,80.17,2.8,1,0.841,29.57971,14.027491,11096007,6304283,1.05E+11,3.2345977,81.11255,1.23E+11,0.113579996,1280128392,1282269952,15331635,0.88828003,2.78,0.0117,38.292,2.132038,-0.445,3676000000,2.76,5.82,3.35,3.798,14.151,-0.06160921,81.64,93.25,95,2.5,buy,27,8005000192,6.243,8686999552,26047000576,1.31,2.033,32363999232,51.66,24.376,0.041729998,0.072569996,5226625024,6786999808,-0.445,0.005,0.65730006,0.26841998,0.17173
MRK,"Merck & Company, Inc.",Rahway,NJ,Drug Manufacturers - General,Healthcare,70000,7,5,4,129.67,130.17,3.08,3.3332999,0.403,145.24445,13.150907,17182704,7610130,3.31E+11,5.392064,117.22515,3.60E+11,0.03756,2528297912,2532809984,20265716,0.78813004,2.84,0.008,15.937,8.202296,0.688,2305999872,0.9,9.94,0.16,5.859,16.96,0.15599573,130.72,142.98,145,1.8,buy,25,5618999808,2.218,21211000832,34218999808,0.725,1.253,61403000832,84.65,24.215,0.10257,0.05311,9593875456,14757000192,0.685,0.089,0.74851,0.34544,0.42466
META,"Meta Platforms, Inc.",Menlo Park,CA,Internet Content & Information,Communication Services,69329,9,10,10,501.7,502.36,2,0.028800001,1.206,28.50115,21.400518,23130732,15001303,1.26E+12,8.794105,406.1506,1.23E+12,0.32062998,2186771491,2191450112,29721686,0.7914,1.51,0.0136,58.939,8.394781,1.167,45758001152,17.36,23.12,0.83,8.651,18.036,0.77678025,494.78,516.79,525,1.8,buy,51,58119999488,22.913,68446998528,37632999424,2.546,2.681,1.43E+11,25.168,55.671,0.17312999,0.33361,35132125184,76360998912,1.141,0.273,0.81496,0.47962,0.38579
MET,"MetLife, Inc.",New York,NY,Insurance - Life,Financial Services,45000,7,2,5,70.85,70.86,2.18,0.71970004,1.058,24.660898,7.3097434,8408275,2950811,50681733120,0.75006264,67.46645,63441764352,0.035,593574711,711123008,7705885,0.75592005,2.48,0.012999999,39.872,1.7874697,9.838,2166000128,2.89,9.75,,0.939,13.447,0.31834996,71.27,,,,none,,27985999872,39.355,4718000128,40484999168,1.282,1.527,67569999872,140.592,90.741,0.0037,0.078150004,-6379375104,14023000064,59.925,0.043,0.23407,0.06982,0.081520006
MTD,"Mettler-Toledo International, I",Columbus,OH,Diagnostics & Research,Healthcare,16000,5,8,5,1456.59,1458.18,0,,1.201,40.982357,32.769367,165868,135620,31256127488,8.256759,1213.5654,33272639488,0.20548001,21009458,21357400,362102,0.97696,2.45,0.0196,-7.431,,-0.058,777860992,35.71,44.66,3.89,8.789,28.557,0.1434331,1463.48,1365.9,1354.51,3.2,hold,10,70191000,3.287,1165122944,2086747008,0.637,1.07,3785520128,,174.555,0.20318002,,780552640,1002598976,-0.027,-0.003,0.59248,0.30778,0.27118
MGM,MGM Resorts International,Las Vegas,NV,Resorts & Casinos,Consumer Cyclical,58000,4,2,1,41.7,41.7,0,,2.245,16.030535,13.003096,8870948,3510301,13174559744,0.79235107,41.3632,42787979264,0.0537,246129353,313680000,13113525,0.66968,3.52,0.0546,10.977,3.826182,-0.534,893812992,2.62,3.23,1.23,2.573,17.245,0.005988002,42,56.44,56.5,2,buy,18,2722291968,8.679,2481170944,31732899840,1.232,1.508,16627174400,781.684,48.685,0.02444,0.24426001,798244992,2535994880,-0.46,0.132,0.46652,0.14922,0.11453
MCHP,Microchip Technology Incorporat,Chandler,AZ,Semiconductors,Technology,22300,8,8,7,89.02,89.5,1.81,0.48330003,1.546,26.316092,22.120773,9784321,5615625,49168023552,6.4403257,85.54225,55009419264,0.24978,525128193,536886016,23764593,0.96823,4.41,0.051799998,12.406,7.381912,-0.744,1906899968,3.48,4.14,-5.39,7.205,15.999,0.10550463,91.58,101.25,102,2,buy,23,319700000,0.595,3438200064,6161099776,0.581,1.196,7634400256,92.54,14.086,0.09919,0.28955,2232450048,2892699904,-0.738,-0.406,0.65436995,0.45036,0.17846
